60.15805, 19.905592
-54.835164,-68.428421
-55.104295,-69.83981
-54.773195,-68.35443
-54.68622,-67.806403
-54.661875,-68.22149
-54.608172,-67.410196
-54.361282,-67.750622
-54.341384,-67.697032
-54.320877,-67.051846
-54.312275,-67.557444
-54.206662,-67.728917
-53.995893,-67.404507
-53.988938,-67.966297
-53.943866,-67.527567
-53.72084,-68.058325
-53.645232,-68.972337
-53.298874,-70.367762
-53.224034,-68.570613
-53.194368,-70.286969
-53.141666,-70.9925
-53.101312,-68.501471
-53.049823,-70.884471
-52.993179,-68.372601
-52.926034,-70.884392
-52.796424,-71.110943
-52.742016,-71.018315
-52.729932,-70.959389
-52.676305,-68.594915
-52.547501,-69.419723
-52.298058,-71.359334
-52.206557,-71.33685
-52.177578,-71.357151
-52.061615,-71.399173
-52.057213,-72.003008
-51.973963,-71.072086
-51.970762,-69.5239
-51.912953,-70.821985
-51.737587,-70.150368
-51.728179,-72.280159
-51.718095,-69.638271
-51.709259,-72.480467
-51.688482,-72.401323
-51.652766,-69.22241
-51.568156,-72.63545
-51.557797,-70.017113
-51.493435,-72.711806
-51.340574,-70.310717
-51.255631,-72.373872
-51.158816,-72.503618
-51.110817,-72.549643
-51.092586,-72.565132
-51.003256,-72.927084
-50.91956,-73.09214
-50.878574,-71.533418
-50.786386,-72.223789
-50.41858,-72.501692
-50.36059,-70.815919
-50.279189,-70.160787
-50.26808,-71.110598
-50.20103,-70.113557
-50.03292,-68.575918
-49.926897,-68.966398
-49.616097,-71.511076
-49.071812,-72.905046
-48.941163,-68.743339
-48.941112,-68.697501
-48.940591,-69.113421
-48.847511,-70.618129
-48.826256,-70.52475
-48.805519,-70.759613
-48.778652,-69.997936
-48.742032,-70.723781
-48.703227,-70.72322
-48.630364,-67.53897
-48.505085,-67.436547
-48.467836,-72.561643
-48.461052,-71.357856
-48.441957,-70.450074
-48.437176,-72.571068
-48.220225,-72.721393
-48.205032,-72.337009
-47.792677,-73.4994
-47.71743,-73.168514
-47.685775,-68.324382
-47.672116,-73.012396
-47.545671,-71.22523
-47.493759,-72.810741
-47.477992,-68.623209
-47.406381,-66.079859
-47.301951,-72.593359
-47.300613,-71.414626
-47.261569,-72.435495
-47.234085,-67.258617
-47.213033,-72.481577
-47.20456,-66.713894
-47.191941,-71.622831
-47.148342,-67.198701
-47.053694,-72.204058
-47.009482,-72.172551
-46.855853,-72.72122
-46.824231,-72.664759
-46.732822,-68.169578
-46.660894,169.097919
-46.656994,-72.623644
-46.625199,-71.641335
-46.581956,-69.256368
-46.5804,169.433479
-46.571342,-72.275919
-46.551527,-71.84491
-46.488923,-70.704829
-46.45941,168.689102
-46.455923,168.458683
-46.434255,168.458613
-46.42756,-69.164692
-46.421316,168.45353
-46.40332,168.386267
-46.394686,168.726237
-46.393435,168.347343
-46.387454,168.323999
-46.357457,168.936589
-46.325588,168.725705
-46.31768,168.517313
-46.313848,168.50448
-46.308182,167.942413
-46.305237,168.168403
-46.289409,169.831846
-46.28775,168.675283
-46.272378,168.79044
-46.25859,168.602926
-46.241069,169.648825
-46.229658,168.459245
-46.220793,169.229278
-46.217956,168.820979
-46.211384,169.528676
-46.201863,168.371332
-46.197735,168.873515
-46.196631,169.708409
-46.196168,167.83659
-46.173093,168.366032
-46.162808,167.571728
-46.151923,169.861486
-46.147447,168.728716
-46.119299,170.005626
